order_id,order_name,order_date,price,cogs,sku,campaign_name,adset_name,ad_name,channel,attribution_source
gid://shopify/Order/6362448330841,TC-001/25-26/5328,2025-07-15 10:00:47,3998.0,2118.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6362490011737,TC-001/25-26/5329,2025-07-15 11:00:25,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362515505241,TC-001/25-26/5330,2025-07-15 11:37:40,1899.0,560.0,TH-063-SILBOO-M,,,,Direct,
gid://shopify/Order/6362521534553,TC-001/25-26/5331,2025-07-15 11:48:56,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362522288217,TC-001/25-26/5332,2025-07-15 11:50:27,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6362538868825,TC-001/25-26/5333,2025-07-15 12:16:51,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-063-SILBOO- Alternate Twin,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6362694090841,TC-001/25-26/5337,2025-07-15 15:35:18,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362709098585,TC-001/25-26/5339,2025-07-15 16:01:21,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6362757988441,TC-001/25-26/5342,2025-07-15 17:02:58,1999.0,818.0,TH-012-SNUGBOO-M,TH-012-SNUGBOO,Adventure Trekkers,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6362797506649,TC-001/25-26/5343,2025-07-15 17:47:27,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6362799276121,TC-001/25-26/5344,2025-07-15 17:49:09,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6362863272025,TC-001/25-26/5345,2025-07-15 18:49:19,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6362886930521,TC-001/25-26/5347,2025-07-15 19:11:48,2198.0,794.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6362935787609,TC-001/25-26/5348,2025-07-15 19:52:58,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6362981892185,TC-001/25-26/5349,2025-07-15 20:27:24,1999.0,582.0,TH-063-SILBOO-L,TH-063-SILBOO- Alternate Twin,Luxury Spenders,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6363005583449,TC-001/25-26/5350,2025-07-15 20:43:39,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6363019214937,TC-001/25-26/5351,2025-07-15 20:52:47,1899.0,657.0,TH-053-COAT-L,,,,Direct,
gid://shopify/Order/6363099988057,TC-001/25-26/5352,2025-07-15 21:47:51,2699.0,1673.0,TH-075-NAPDEN-L,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6363111227481,TC-001/25-26/5353,2025-07-15 21:54:51,2099.0,861.0,TH-012-SNUGBOO-L,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6363242201177,TC-001/25-26/5354,2025-07-15 23:16:43,2497.0,992.0,"TH-006-FLEBRU, TH-038-PAWTR",ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6363327529049,TC-001/25-26/5355,2025-07-16 00:12:12,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6363367243865,TC-001/25-26/5356,2025-07-16 00:39:55,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6363379302489,TC-001/25-26/5357,2025-07-16 00:48:05,2099.0,1121.0,TH-073-SMARTSIP,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6363383824473,TC-001/25-26/5358,2025-07-16 00:50:52,1598.0,422.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6363721400409,TC-001/25-26/5359,2025-07-16 04:58:57,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6363957723225,TC-001/25-26/5360,2025-07-16 08:37:13,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6363962048601,TC-001/25-26/5361,2025-07-16 08:42:35,2199.0,905.0,TH-012-SNUGBOO-XL,,,,Direct,
gid://shopify/Order/6364006711385,TC-001/25-26/5362,2025-07-16 09:34:15,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6364007039065,TC-001/25-26/5363,2025-07-16 09:34:46,2499.0,1039.0,TH-103-K9HARNESS,TH-103-K9HARNESS,Urban Pet Parents,TH-103-K9HARNESS_ET133_ET129,Meta,customer_journey
gid://shopify/Order/6364045279321,TC-001/25-26/5364,2025-07-16 10:07:04,2099.0,615.0,TH-063-SILBOO-XL,TH-063-SILBOO- Alternate Twin,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6364046688345,TC-001/25-26/5365,2025-07-16 10:08:44,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6364052258905,TC-001/25-26/5366,2025-07-16 10:17:40,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6364070805593,TC-001/25-26/5368,2025-07-16 10:42:27,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6364072181849,TC-001/25-26/5369,2025-07-16 10:44:50,2499.0,879.0,TH-053-COAT-XXXL,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6364102426713,TC-001/25-26/5370,2025-07-16 11:36:05,3698.0,1316.0,"TH-012-SNUGBOO-S, TH-063-SILBOO-S",R15D2-TH-D2 RPP - Video - India - IG & FB - Sales - 22/04/2025,Top Cities -Broad,TH-012-SNUGBOO_Static,Meta,customer_journey
gid://shopify/Order/6364103180377,TC-001/25-26/5371,2025-07-16 11:37:14,3698.0,1316.0,"TH-012-SNUGBOO-S, TH-063-SILBOO-S",,,,Direct,
gid://shopify/Order/6364110061657,TC-001/25-26/5372,2025-07-16 11:49:52,799.0,211.0,TH-037-MISTBRU,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-037-MISTBRU,Meta,customer_journey
gid://shopify/Order/6364111175769,TC-001/25-26/5373,2025-07-16 11:51:53,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6364125134937,TC-001/25-26/5374,2025-07-16 12:14:36,2199.0,905.0,TH-012-SNUGBOO-XL,TH-063-SILBOO- Alternate Twin,Luxury Spenders,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6364197290073,TC-001/25-26/5375,2025-07-16 13:45:56,1198.0,627.0,"TH-016-SIPBOT, TH-005-AQCASHO",TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6364222849113,TC-001/25-26/5376,2025-07-16 14:29:10,899.0,341.0,TH-083-SPILLGUARD,ASC- CAT B & C,Broad + Video Viewers (Bowls & Feeders),TH-083-SPILLGUARD_ET112_ET199 – Copy,Meta,customer_journey
gid://shopify/Order/6364246311001,TC-001/25-26/5378,2025-07-16 15:13:49,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6364253323353,TC-001/25-26/5379,2025-07-16 15:25:38,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6364253356121,TC-001/25-26/5380,2025-07-16 15:25:40,2199.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6364260434009,TC-001/25-26/5381,2025-07-16 15:37:21,449.0,194.0,TH-008-CLIBRU,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6364293988441,TC-001/25-26/5382,2025-07-16 16:30:59,899.0,341.0,TH-083-SPILLGUARD,TH-083-SPILLGUARD,Broad Advantage+,TH-083-SPILLGUARD_ET112_ET199,Meta,customer_journey
gid://shopify/Order/6364377088089,TC-001/25-26/5384,2025-07-16 18:08:13,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6364487450713,TC-001/25-26/5387,2025-07-16 19:44:51,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6364573040729,TC-001/25-26/5388,2025-07-16 20:49:11,1999.0,1059.0,TH-075-NAPDEN-M,TH-085-COMFORTCRIB,Broad Advantage+,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6364612395097,TC-001/25-26/5389,2025-07-16 21:16:40,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6364629139545,TC-001/25-26/5390,2025-07-16 21:29:08,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6364782985305,TC-001/25-26/5391,2025-07-16 23:20:21,2099.0,861.0,TH-012-SNUGBOO-L,TH-063-SILBOO,ICP Pet Parent,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6364944957529,TC-001/25-26/5392,2025-07-17 01:13:39,1599.0,554.0,TH-076-GRIPEASE,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6365027827801,TC-001/25-26/5393,2025-07-17 02:12:53,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6365280927833,TC-001/25-26/5395,2025-07-17 05:38:58,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6365336928345,TC-001/25-26/5396,2025-07-17 06:28:34,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6365379821657,TC-001/25-26/5397,2025-07-17 07:06:56,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6365490708569,TC-001/25-26/5398,2025-07-17 08:59:18,1999.0,1059.0,TH-075-NAPDEN-M,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6365572595801,TC-001/25-26/5399,2025-07-17 10:31:29,449.0,194.0,TH-008-CLIBRU,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-008-CLIBRU,Meta,customer_journey
gid://shopify/Order/6365622272089,TC-001/25-26/5401,2025-07-17 11:47:12,2399.0,1098.0,TH-085-COMFORTCRIB-L-G,,,,Direct,
gid://shopify/Order/6365633478745,TC-001/25-26/5402,2025-07-17 12:06:28,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6365654089817,TC-001/25-26/5403,2025-07-17 12:43:13,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6365671030873,TC-001/25-26/5404,2025-07-17 13:10:35,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6365674012761,TC-001/25-26/5405,2025-07-17 13:15:25,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6365674242137,TC-001/25-26/5406,2025-07-17 13:15:44,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6365676765273,TC-001/25-26/5407,2025-07-17 13:19:02,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6365681025113,TC-001/25-26/5408,2025-07-17 13:27:17,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6365684498521,TC-001/25-26/5409,2025-07-17 13:32:19,1799.0,682.0,TH-068-WILD-S,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6365733027929,TC-001/25-26/5411,2025-07-17 14:20:54,1899.0,725.0,TH-068-WILD-M,TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6365735551065,TC-001/25-26/5412,2025-07-17 14:26:01,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6365736763481,TC-001/25-26/5413,2025-07-17 14:28:57,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6365740597337,TC-001/25-26/5414,2025-07-17 14:35:23,2499.0,1039.0,TH-103-K9HARNESS,TH-103-K9HARNESS,Broad Advantage+,TH-103-K9HARNESS_ET133_ET129,Meta,customer_journey
gid://shopify/Order/6365766451289,TC-001/25-26/5415,2025-07-17 15:19:50,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6365773725785,TC-001/25-26/5416,2025-07-17 15:33:00,4398.0,1652.0,TH-068-WILD-XXL,,,,Direct,
gid://shopify/Order/6365811540057,TC-001/25-26/5417,2025-07-17 16:31:35,2499.0,1071.0,TH-084-AQUAGLOW,TH-084-AQUAGLOW,Cat Lover,TH-084-AQUAGLOW_ET106_VP007,Meta,customer_journey
gid://shopify/Order/6366071947353,TC-001/25-26/5419,2025-07-17 20:15:33,2199.0,826.0,TH-068-WILD-XXL,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6366178541657,TC-001/25-26/5420,2025-07-17 21:08:46,1198.0,482.0,"TH-051-LICKMAT, TH-015-MBOW",,,,Direct,
gid://shopify/Order/6366305747033,TC-001/25-26/5421,2025-07-17 22:23:18,2199.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO – Life Time,Remarketing,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6367095259225,TC-001/25-26/5422,2025-07-18 07:59:06,2299.0,940.0,TH-012-SNUGBOO-XXL,ASC- PET SHOES,Broad + Lookalike (WILD),TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6367103254617,TC-001/25-26/5423,2025-07-18 08:05:30,1099.0,397.0,TH-038-PAWTR,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-038-PAWTR,Meta,customer_journey
gid://shopify/Order/6367124095065,TC-001/25-26/5424,2025-07-18 08:24:51,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6367144542297,TC-001/25-26/5425,2025-07-18 08:42:41,2199.0,826.0,TH-068-WILD-XXL,ASC- PET SHOES,Broad + Video Viewers (SILBOO),TH-063-SILBOO_ET129_UI468 – Statics,Meta,customer_journey
gid://shopify/Order/6367148212313,TC-001/25-26/5426,2025-07-18 08:46:22,799.0,211.0,TH-037-MISTBRU,ASC- CAT B & C,Broad + Website Vistiors (Grooming Tools),TH-037-MISTBRU,Meta,customer_journey
gid://shopify/Order/6367170068569,TC-001/25-26/5427,2025-07-18 09:09:17,1198.0,416.0,"TH-037-MISTBRU, TH-033-SNOG-S",TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6367183896665,TC-001/25-26/5428,2025-07-18 09:25:25,2417.0,818.0,"TH-037-MISTBRU, TH-051-LICKMAT, TH-002-SKMISH",TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6367207391321,TC-001/25-26/5429,2025-07-18 09:51:15,2199.0,826.0,TH-068-WILD-XXL,ASC- PET SHOES,Broad + Video Viewers (SILBOO),TH-063-SILBOO_ET129_UI468,Meta,customer_journey
gid://shopify/Order/6367264178265,TC-001/25-26/5430,2025-07-18 10:53:33,799.0,211.0,TH-037-MISTBRU,TH - Adv+ Shopping-2 - Video & Image - IG & FB - India - Sales - 04/05/2025,1MHO - Adv+ (Exc. Purchases (30D)),TH-037-MISTBRU-ET101-SI210-ET137-ET139 – Copy 2,Meta,customer_journey
gid://shopify/Order/6367320604761,TC-001/25-26/5431,2025-07-18 12:18:05,799.0,211.0,TH-037-MISTBRU,,,,Direct,
gid://shopify/Order/6367320866905,TC-001/25-26/5432,2025-07-18 12:18:36,1099.0,397.0,TH-038-PAWTR,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6367487721561,TC-001/25-26/5433,2025-07-18 16:11:02,2099.0,788.0,TH-068-WILD-XL,,,,Direct,
gid://shopify/Order/6368313278553,TC-001/25-26/5434,2025-07-19 01:11:22,1999.0,945.0,"TH-008-CLIBRU, TH-068-WILD-L",TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6368714326105,TC-001/25-26/5435,2025-07-19 05:49:26,2699.0,1867.0,"TH-008-CLIBRU, TH-075-NAPDEN-L",TH-075-NAPDEN,Urban Pet Parents,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6368817315929,TC-001/25-26/5436,2025-07-19 07:23:30,799.0,211.0,TH-037-MISTBRU,Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6368841629785,TC-001/25-26/5437,2025-07-19 07:48:08,2299.0,940.0,TH-012-SNUGBOO-XXL,TH-012-SNUGBOO,Urban Pet Parents,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6368850640985,TC-001/25-26/5438,2025-07-19 07:57:58,3698.0,1407.0,"TH-068-WILD-S, TH-068-WILD-M",TH-068-WILD - Alternate Twin,Luxury Spenders,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6368871415897,TC-001/25-26/5440,2025-07-19 08:18:47,2898.0,1810.0,"TH-008-CLIBRU, TH-083-SPILLGUARD, TH-071-SUMMERMAT",ASC- PMF,Broad + Video Viewers (SUMMERMAT),TH-071-SUMMERMAT_VP001_ET101,Google,customer_journey
gid://shopify/Order/6368909557849,TC-001/25-26/5441,2025-07-19 08:59:11,1999.0,582.0,TH-063-SILBOO-L,ASC- PET SHOES,Broad + Video Viewers (SILBOO),TH-063-SILBOO_ET129_UI468,Meta,customer_journey
gid://shopify/Order/6368965394521,TC-001/25-26/5442,2025-07-19 09:51:21,1899.0,725.0,TH-068-WILD-M,TH-068-WILD – Life Time,Urban Pet Parents,TH-068-WILD_VP001_ET101,Direct,customer_journey
gid://shopify/Order/6368978501721,TC-001/25-26/5443,2025-07-19 10:03:47,2099.0,861.0,TH-012-SNUGBOO-L,TH-012-SNUGBOO- Alternate Twin,Remarketing,TH-012-SNUGBOO,Meta,customer_journey
gid://shopify/Order/6368979583065,TC-001/25-26/5444,2025-07-19 10:05:47,3198.0,1302.0,"TH-008-CLIBRU, TH-076-GRIPEASE",TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6368988659801,TC-001/25-26/5445,2025-07-19 10:15:55,1999.0,582.0,TH-063-SILBOO-L,,,,Direct,
gid://shopify/Order/6368993509465,TC-001/25-26/5446,2025-07-19 10:23:36,2199.0,652.0,TH-063-SILBOO-XXL,TH-063-SILBOO,Broad Advantage+,TH-063-SILBOO,Meta,customer_journey
gid://shopify/Order/6369004879961,TC-001/25-26/5447,2025-07-19 10:38:59,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
gid://shopify/Order/6369012023385,TC-001/25-26/5448,2025-07-19 10:50:44,2399.0,1292.0,"TH-008-CLIBRU, TH-085-COMFORTCRIB-L-G",TH-085-COMFORTCRIB,Urban Pet Parents,TH-085-COMFORTCRIB_ET199_VP032,Meta,customer_journey
gid://shopify/Order/6369013891161,TC-001/25-26/5449,2025-07-19 10:53:56,1599.0,554.0,TH-076-GRIPEASE,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6369024311385,TC-001/25-26/5451,2025-07-19 11:12:21,2199.0,826.0,TH-068-WILD-XXL,TH-068-WILD,Adventure Trekkers,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6369031913561,TC-001/25-26/5452,2025-07-19 11:24:30,2199.0,826.0,TH-068-WILD-XXL,TH-068-WILD-New,Adventure Trekkers,TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6369049182297,TC-001/25-26/5454,2025-07-19 11:57:39,5493.0,2662.0,"TH-044-GREAGLO, TH-033-SNOG-S, TH-051-LICKMAT, TH-005-AQCASHO, TH-071-SUMMERMAT, TH-080-ALOEDEO, TH-015-MBOW",Unknown Campaign - Meta,Unknown Adset - Meta,Unknown Ad - Meta,Meta,customer_journey
gid://shopify/Order/6369049641049,TC-001/25-26/5455,2025-07-19 11:58:35,4198.0,1885.0,"TH-068-WILD-XXL, TH-075-NAPDEN-M",,,,Direct,
gid://shopify/Order/6369052721241,TC-001/25-26/5457,2025-07-19 12:03:05,2199.0,905.0,TH-012-SNUGBOO-XL,TH-076-GRIPEASE,Broad Advantage+,TH-076-GRIPEASE_VP021_IM251,Meta,customer_journey
gid://shopify/Order/6369055473753,TC-001/25-26/5458,2025-07-19 12:07:49,1799.0,545.0,TH-053-COAT-M,,,,Direct,
gid://shopify/Order/6369062879321,TC-001/25-26/5459,2025-07-19 12:21:05,1899.0,725.0,TH-068-WILD-M,Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6369078378585,TC-001/25-26/5461,2025-07-19 12:46:18,2499.0,1265.0,"TH-008-CLIBRU, TH-084-AQUAGLOW",Unknown Campaign - Google,Unknown Adset - Google,Unknown Ad - Google,Google,customer_journey
gid://shopify/Order/6369090961497,TC-001/25-26/5462,2025-07-19 13:09:28,2199.0,826.0,TH-068-WILD-XXL,ASC- PMF – Weather Protection,Broad + Video Viewers (WILD),TH-068-WILD_VP001_ET101,Meta,customer_journey
gid://shopify/Order/6369092304985,TC-001/25-26/5463,2025-07-19 13:11:38,1799.0,831.0,TH-075-NAPDEN-S,TH-075-NAPDEN,Luxury Buyers,TH-075-NAPDEN_SI223_VP031,Meta,customer_journey
